,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
49,6.533358716964722,0.3420672894425343,0.040168476104736325,0.0014354204856683254,35,4,"{'max_depth': 35, 'n_estimators': 4}",-0.23372853306553962,-0.23189800145854136,-0.23650005864802318,-0.2348591832697116,-0.23686670904110543,-0.2347704970965842,0.0018292224111047441,50
50,12.683012437820434,0.10301641143121856,0.07547259330749512,0.0011525803951303222,35,8,"{'max_depth': 35, 'n_estimators': 8}",-0.20997397448998437,-0.20823197341893074,-0.21007745511963663,-0.20899602349985502,-0.21074490311944338,-0.20960486592957003,0.0008848490737096371,35
51,25.7359130859375,0.7744390070837299,0.15094032287597656,0.004847975769088118,35,16,"{'max_depth': 35, 'n_estimators': 16}",-0.19789769886846054,-0.19616690324819794,-0.19573738391277096,-0.19667214114299564,-0.19807543909507647,-0.19690991325350032,0.0009292572741591694,28
52,52.024509811401366,1.379094308919262,0.3136859893798828,0.033029462882749355,35,32,"{'max_depth': 35, 'n_estimators': 32}",-0.19018644731661238,-0.18960206712272193,-0.1890374369806824,-0.19006880952184685,-0.19137123651243335,-0.19005319949085936,0.0007733710800175099,19
53,102.01601724624634,1.3305167210804463,0.5864034652709961,0.011474151128986818,35,64,"{'max_depth': 35, 'n_estimators': 64}",-0.18724580965166118,-0.18626408122973243,-0.18570734946885417,-0.1869326590932471,-0.18753703106814176,-0.18673738610232732,0.0006664909731678516,11
54,184.93235268592835,65.85563548039354,0.9060060977935791,0.06652338070929781,35,96,"{'max_depth': 35, 'n_estimators': 96}",-0.18644286516053116,-0.1856553378980948,-0.18486553654961066,-0.18605331288604857,-0.1865263523181229,-0.18590868096248162,0.0006066501510289173,7
55,1284.16526427269,2161.0648548301133,63.57375593185425,124.76026860023015,35,128,"{'max_depth': 35, 'n_estimators': 128}",-0.18618560990856853,-0.18503345648645125,-0.18433512942052271,-0.18563219374790133,-0.18597482786220187,-0.18543224348512916,0.0006729976556963149,2
56,3.2187581062316895,0.028909887970361512,0.022005796432495117,0.0010371832773979279,40,2,"{'max_depth': 40, 'n_estimators': 2}",-0.2892598776191228,-0.28575298801135474,-0.2886963401905437,-0.28852496517141507,-0.29002779534067813,-0.2884523932666229,0.0014481359183235996,64
57,6.376548480987549,0.09327972179255711,0.04087619781494141,0.0022060429010936143,40,4,"{'max_depth': 40, 'n_estimators': 4}",-0.2349641639140319,-0.23298778741082232,-0.23587653253620766,-0.23746313007295639,-0.2376371375594928,-0.23578575029870225,0.0017177356968154321,51
58,12.652499914169312,0.026770944291669145,0.07696475982666015,0.0012599694322134691,40,8,"{'max_depth': 40, 'n_estimators': 8}",-0.21047257319620175,-0.20868837674181526,-0.21038776007459972,-0.21020893085910888,-0.21163686526902983,-0.2102789012281511,0.0009410727294057814,36
59,25.687129068374634,0.18361644188301984,0.15894899368286133,0.014222061008392123,40,16,"{'max_depth': 40, 'n_estimators': 16}",-0.19782824046598096,-0.19649123600919105,-0.19582757172342946,-0.19746915577902288,-0.19837060635157322,-0.19719736206583954,0.0009190561595828181,29
60,51.65038504600525,0.5625122168879577,0.3209407329559326,0.03550781308278611,40,32,"{'max_depth': 40, 'n_estimators': 32}",-0.19019934693103718,-0.18969918208952655,-0.18923821663195906,-0.1902614977630219,-0.1911975366686252,-0.190119156016834,0.000654527140006905,20
61,102.52499017715454,0.7853229834527388,0.5981457710266114,0.0096303149209014,40,64,"{'max_depth': 40, 'n_estimators': 64}",-0.18714204647637533,-0.1864031428759911,-0.18580158870578964,-0.18703486058242,-0.1876222406381282,-0.1868007758557409,0.000632859009841481,12
62,153.55002589225768,1.2815907517920575,0.9107208728790284,0.03812559023415465,40,96,"{'max_depth': 40, 'n_estimators': 96}",-0.18643878261326607,-0.1856667051961645,-0.185037008588067,-0.18617179434173906,-0.18654929487681352,-0.18597271712321,0.0005582982085127159,8
63,208.13864426612855,3.357524622854802,1.2471135139465332,0.053826479748969626,40,128,"{'max_depth': 40, 'n_estimators': 128}",-0.1861541916971933,-0.18503564647302048,-0.18444495166211416,-0.18568885046023434,-0.18602602545762703,-0.18546993315003785,0.0006425830951775578,3
